tweet_id,user_username,text,created_at,possibly_sensitive,lang,in_reply_to_user_id,author_id,conversation_id,user_name,user_profile_image_url,user_description,user_url,user_created_at,user_protected,user_location,user_verified,user_pinned_tweet_id,retweet_count,like_count,quote_count,impression_count,user_tweet_count,user_list_count,user_followers_count,user_following_count,sourcetweet_type,sourcetweet_id,sourcetweet_text,sourcetweet_lang,sourcetweet_author_id
1.64E+18,EzobaJames,"@adokaym @olanike_jimoh @Yeribabaa @PeterObi Edobo you nor go shut up, tell me your location for Benin, make i send some of my boys from Upper Sokponba or Uselu to pay you better visit,",2023-03-29T05:52:10Z,FALSE,en,1374665514442752e3,1486637986158723e3,1640841317738508300,JamesMary Ezoba,https://pbs.twimg.com/profile_images/1641042814581579776/9txGhc7x_normal.jpg,"A Business and Investment coach / Personal Development Expert. 
public speaker & a writer",NA,2022-01-27T09:52:43Z,FALSE,Lagos state,FALSE,NA,0,3,0,293,10585,1,3609,3591,NA,NA,NA,NA,NA
1640953750218068e3,Ibnus_sabeel,"Bismillah, 

The Month of blessing is here, the month of forgiveness is here but nobody is noticing how fast the days of it are counting. Brethren, be hasty about your Ibadah, don’t delay them for anything. 

Ramadan is an opportunity and it won’t be repeated until next year.",2023-03-29T05:47:16Z,FALSE,en,NA,1297587183558307800,1640953750218068e3,Muhammad Ramadan 🚀,https://pbs.twimg.com/profile_images/1662706524890726401/62h2F985_normal.jpg,Designer | Arabic Tutor - single and searching for money,https://t.co/9vTqM6GI20,2020-08-23T17:31:34Z,FALSE,Minbar,FALSE,NA,2,9,0,247,7228,2,1579,1586,NA,NA,NA,NA,NA
1640950993289371600,Symplytherma1,I remember Tokyo. He lives around that Akobo area. They were always coming for him. https://t.co/qHiIVAeAoq,2023-03-29T05:36:18Z,FALSE,en,NA,1290783934515642400,1640950993289371600,𝕿𝖍𝖊𝖗𝖒𝖆 🇨🇦🌍||,https://pbs.twimg.com/profile_images/1482108350263353345/rYyCufKu_normal.jpg,💸💰Entrepreneur                                                 👠👟 @shoptherma          ☘️🥬Skincare Enthusiast,NA,2020-08-04T22:59:37Z,FALSE,Nigeria,FALSE,1406169283630190600,0,1,0,130,8943,0,744,709,quoted,1640623329232003e3,"Lagos NURTW isn't notorious. The real union is in Ibadan during the time of Akinsola Tokyo, to Elewe Omo &amp; now to one of their boys back then Mukaila Auxiliary who headed Oyo pack management now.
Tokyo rules like military govt, anytime they want to overthrow him people get killed",en,225006056
1640981298377261e3,Afoo_of_lagos,@nobodyknows2mao @RSammurd @officialABAT Don't cry me a river baby cry me a lagoon. https://t.co/887oeVL8x0,2023-03-29T07:36:44Z,FALSE,en,1116323746208452600,1519828462898458600,1640966245682913300,Ayinke,https://pbs.twimg.com/profile_images/1647264063611629568/XEd9IPqh_normal.jpg,"¶Forensic Computer Analyst¶

Tareeqoh Tijanniyah 📿

Al-Jaa'fariyah 

United Die Hard 🔴⚫

Instagram: https://t.co/9pwLk0AJXs",NA,2022-04-28T23:59:42Z,FALSE,"Abuja, Nigeria",FALSE,1639965774101074e3,0,0,0,65,5432,2,733,200,NA,NA,NA,NA,NA
1640978386989318100,ameenusheetu,"Happy 71 Birthday to 
The man that removed a president, installed a president and became a president! No one in the world has achieved this record!! It is an unprecedented record of achievement which nobody has ever done anywhere in the world...President elect @officialABAT  🇳🇬 https://t.co/floLNR2r9I",2023-03-29T07:25:10Z,FALSE,en,NA,2289261464,1640978386989318100,Manager,https://pbs.twimg.com/profile_images/1215866828309901313/0xonRSQb_normal.jpg,honest and humble,NA,2014-01-13T07:26:43Z,FALSE,Funtua,FALSE,NA,0,1,0,69,473,0,115,1004,NA,NA,NA,NA,NA
1640975108910063600,Afoo_of_lagos,"@nobodyknows2mao There are two sides to each story, but you’re a jerk in both of them.",2023-03-29T07:12:08Z,FALSE,en,1116323746208452600,1519828462898458600,1640670926004953e3,Ayinke,https://pbs.twimg.com/profile_images/1647264063611629568/XEd9IPqh_normal.jpg,"¶Forensic Computer Analyst¶

Tareeqoh Tijanniyah 📿

Al-Jaa'fariyah 

United Die Hard 🔴⚫

Instagram: https://t.co/9pwLk0AJXs",NA,2022-04-28T23:59:42Z,FALSE,"Abuja, Nigeria",FALSE,1639965774101074e3,0,0,0,6,5432,2,733,200,NA,NA,NA,NA,NA
1640974804810444800,HantsiDeborah,"Nobody, me this early morning "" I'm a baboon, i stay in the zoo, zazoo"" potable will be seize to amaze me 😭😩😂😂😪",2023-03-29T07:10:55Z,FALSE,en,NA,1100419631569924100,1640974804810444800,THE SAMOSA GIRL OF BAUCHI 😌,https://pbs.twimg.com/profile_images/1643667100005695489/Wx90k4dR_normal.jpg,"CHRISTIAN ❤️. 
Everything about me is grace. l sell bed sheets. Business page @debhanss. I sew sometimes, GOLD DIGGER! linguist  -  Trans -ajebo😌/CANADA IJN.",https://t.co/QLFNU6295y,2019-02-26T15:37:39Z,FALSE,"Jos,  Gombe",FALSE,1631185805614915600,1,7,0,473,49785,4,10385,6706,NA,NA,NA,NA,NA
1640996037094432800,SaddamAnderson,Hmmm A dinga Dai Fadar Gaskia Wlh Allah Yanan A Madakata Yana Jiran kowa. Yanzu menene na Rage Shekara Mu pa Ba aiki zamu baki ba😎 https://t.co/Kwotr3qUB6,2023-03-29T08:35:18Z,FALSE,in,NA,1270507143565848600,1640996037094432800,FUTURE ALHAJI🙏,https://pbs.twimg.com/profile_images/1654450889141223425/sH8-huQQ_normal.jpg,"Allah First☝
Proudly GGM Manchester United Fans♥
 Drinking Coke And Coffee☕ Is One Of My Hubbies❤",NA,2020-06-10T00:05:12Z,FALSE,"Abuja, Nigeria",FALSE,1638592593318617e3,0,0,0,17,9452,1,934,2051,quoted,1623581176605601800,"Hi, my name is Nana Hauwa 24years old and I'm FAT. you? https://t.co/OpStUfcDSf",en,1608370195646627800
1640992571991240700,sisi_moji,"I've been searching for a miniflat/2 bedroom apartment for commercial purposes since January, I'm exhausted at this point. If you know any around Ashi, Akobo that's not more than 300k/year please do let me know.",2023-03-29T08:21:31Z,FALSE,en,NA,254643222,1640992571991240700,Mummy Ire,https://pbs.twimg.com/profile_images/1647681888633380872/YgHM19wK_normal.jpg,"Human|God's Very own|Mom|Wife|
I make impeccable wears for men @benadoowears ✂",https://t.co/1DBqhMrj4m,2011-02-19T18:07:06Z,FALSE,Earth,FALSE,1379120258024411100,7,3,0,388,16388,5,2616,1783,NA,NA,NA,NA,NA
1640991398747832300,franckmoore_,"Hello Wednesday ❤️ 

Here’s another reminder that nobody is coming to save you!

Just Do It. @nike 

#motivate #design #branding #ui https://t.co/NCVyETxxjt",2023-03-29T08:16:52Z,FALSE,en,NA,155953800,1640991398747832300,Francklin Ogoloma,https://pbs.twimg.com/profile_images/1641430859868942336/88O_3G_A_normal.jpg,I get high on intelligent conversations | Design. Branding. Strategy | +234 816 977 4375 | ogolomafranklin@live.com,https://t.co/GGtjJURHNX,2010-06-15T16:23:55Z,FALSE,"Port Harcourt, Nigeria",FALSE,1633465459663327200,0,3,0,75,2067,2,2316,3839,NA,NA,NA,NA,NA
1640990494850203600,EzobaJames,"@giirlllikeme @adokaym @Yeribabaa @PeterObi No need to dey make noise for here, currently in Benin now handling a project, when i'm done with the project, i will personally chat you privately so as nobody can beg for you.
It will pain me if you aren't in Lagos, i will still find you anywhere for wasting my precious time.",2023-03-29T08:13:16Z,FALSE,en,887253901489188900,1486637986158723e3,1640841317738508300,JamesMary Ezoba,https://pbs.twimg.com/profile_images/1641042814581579776/9txGhc7x_normal.jpg,"A Business and Investment coach / Personal Development Expert. 
public speaker & a writer",NA,2022-01-27T09:52:43Z,FALSE,Lagos state,FALSE,NA,0,0,0,35,10585,1,3609,3591,NA,NA,NA,NA,NA
1641009225076809700,Afoo_of_lagos,"@Idontplaybal @SaharaReporters I am not a coward bro. You are the coward here. Track me for saying it the way it should be right? Ode ni bobo yii. We're you tracked when you bunch were trolling? 
ETYWR.",2023-03-29T09:27:42Z,FALSE,en,1105973156022534100,1519828462898458600,1640981306497458200,Ayinke,https://pbs.twimg.com/profile_images/1647264063611629568/XEd9IPqh_normal.jpg,"¶Forensic Computer Analyst¶

Tareeqoh Tijanniyah 📿

Al-Jaa'fariyah 

United Die Hard 🔴⚫

Instagram: https://t.co/9pwLk0AJXs",NA,2022-04-28T23:59:42Z,FALSE,"Abuja, Nigeria",FALSE,1639965774101074e3,0,4,0,225,5432,2,733,200,NA,NA,NA,NA,NA
1641005213623414800,social_mallam,"With all due respect Obi nobody ran a religious and ethnic themed campaigned like YOU!!! All your votes either came from Igbos or christians. Less than 5% of your votes came outside this demography. 
Your hypocrisy stinks. 😪 https://t.co/9dYpLSqyu1",2023-03-29T09:11:45Z,FALSE,en,NA,377589333,1641005213623414800,Dr M®,https://pbs.twimg.com/profile_images/1253808595713568772/j2BjW-nx_normal.jpg,"50% social, 50% mallam, I sin, I repent🔂 •Husband •Father •Radical pragmatist •YAAN:alumnus & President •Aspiring shrink •MD •medical equip 🔌",https://t.co/I5R4F3fhon,2011-09-21T20:22:06Z,FALSE,Kaduna/katsina/kano,FALSE,947763421717680100,1,6,0,379,36689,5,2863,1054,quoted,1640841317738508300,"A 37 year old, Humza Yousaf is set to become Scotland's first minister, having won the keenly contested SNP's leadership contest. Born of Pakistani parents, who emigrated to Scotland in the 60's, Yousaf is from the ethnic minority and a muslim.",en,1050779471731707900
1641004569885827e3,OgaPerry,"Lol it’s that bad that if something happens to this guy, nobody would care https://t.co/p1c5u9BuoT",2023-03-29T09:09:12Z,FALSE,en,NA,615943262,1641004569885827e3,Order 66,https://pbs.twimg.com/profile_images/1657380388824571904/kOYGOkiJ_normal.jpg,IKE || Imago Dei || There are no strings on me || Onye Abia || #Arsenal #HalaMadrid #COYG,NA,2012-06-23T08:52:15Z,FALSE,Abuja,FALSE,NA,0,0,0,143,30378,3,1315,1612,quoted,1640845839055691800,"Car broken into, glass shattered, bag stolen, Atm cards, tokens etc. Gone. Maitama. All is well. https://t.co/djTtZG2vgL https://t.co/1MrHnSeJa6",en,38470903
1641004505784352800,SULEIMAN_AMINU_,@Suleey7 Hmmm tohm inkayi haka a ina xaka sakata,2023-03-29T09:08:57Z,FALSE,in,1205089514873610200,1481701723681038300,1640804021660274700,💦YOUNG ALEERJI JNR💦,https://pbs.twimg.com/profile_images/1509070041005932548/84mry4TI_normal.jpg,I’m aleerji I proudly muslim✌️ October born🙏😊 Cat 🐈 lover💔 Girlfriend needed🙇‍♂️ Really namae😏 SULEIMAN AMINU UMAR👍,NA,2022-01-13T18:57:00Z,FALSE,Kano state,FALSE,NA,0,1,0,3,925,0,38,75,NA,NA,NA,NA,NA
1641003685273653200,InxcessC,"@GloWorld what is happening with your network? It's been 4days now that nobody in my area can call, browse not do anything with the glo network. Kini colour problem yin gan nan. 
Secondly, 8K data already saying it will soon expire. Haha stop ripping me abeg. I get God oo",2023-03-29T09:05:41Z,FALSE,en,276939439,2963986073,1641003685273653200,SON OF GOD,https://pbs.twimg.com/profile_images/1604541059836661760/P6wuyFmS_normal.jpg,"Forensics Psychologist,
G&Counselor,
Digital Lead Strategist,
Nature's best friend,
Style Pipier, A Farmer,
World Greatest Miracle.",NA,2015-01-06T12:04:18Z,FALSE,earth,FALSE,NA,0,0,0,19,776,0,62,389,NA,NA,NA,NA,NA
1640998724020187100,adaezethefirstt,"Nobody: 

Holy Spirit: showing me the bad behavior I exhibit to my family members (Da, Mum, Sister) https://t.co/EQdNCsBetp",2023-03-29T08:45:58Z,FALSE,en,NA,933007942835691500,1640998724020187100,Marvel | The City on a Hill,https://pbs.twimg.com/profile_images/1659130045602865154/XOMYCT8k_normal.jpg,"Quickened, not woke |
Fine girl simping for JESUS.",https://t.co/SNBAOLGqhd,2017-11-21T16:23:22Z,FALSE,Seated in Heavenly Places,FALSE,1647153315699134500,1,1,0,97,12177,3,1566,1186,NA,NA,NA,NA,NA
1641022354011635700,Ebuka_bombshell,"@miraboi 2003259430. Globus Bank
Daniel S Nwobodo

Certified subscriber 🙏🙏🙏
💯💯💯🙏🙏🙏",2023-03-29T10:19:52Z,FALSE,en,2171072244,2536974863,1641016638760951800,Eneta Nwobodo Daniel Stephen Okonkwo Chukwuebuka,https://pbs.twimg.com/profile_images/1614875272779636737/DbNkMFuL_normal.jpg,"I love Imagining better than Remembering 
#ChildofGrace",https://t.co/lv9eRacpCL,2014-05-09T12:27:12Z,FALSE,"Lagos, Nigeria",FALSE,1316167546370957300,0,0,0,28,2047,1,142,954,NA,NA,NA,NA,NA
1641021339225010200,Ebuka_bombshell,"@miraboi 2003259430 Globus Bank
Daniel S Nwobodo

God bless 🙏 @miraboi",2023-03-29T10:15:50Z,FALSE,en,2171072244,2536974863,1641016638760951800,Eneta Nwobodo Daniel Stephen Okonkwo Chukwuebuka,https://pbs.twimg.com/profile_images/1614875272779636737/DbNkMFuL_normal.jpg,"I love Imagining better than Remembering 
#ChildofGrace",https://t.co/lv9eRacpCL,2014-05-09T12:27:12Z,FALSE,"Lagos, Nigeria",FALSE,1316167546370957300,0,0,0,8,2047,1,142,954,NA,NA,NA,NA,NA
1641036999023898600,Tha_Shenko,"@OlusuyiE @SeunMobolaji @CFCBlues_com @TTuchelofficial Never gonna happen, let's talk another thing.",2023-03-29T11:18:04Z,FALSE,en,3118339590,2588833810,1640672682705318e3,General Jumong™,https://pbs.twimg.com/profile_images/1408447742553333764/-9NdKxMQ_normal.jpg,"Journalism by Profession!!|
Love @chelseafc @Rangersintfc to heart...042 Blooded|I'm @f1 @atptour & @wta |Pessimist| @samkerr1 & @DjokerNole
#KTBFFH",https://t.co/JcpBOVxcPc,2014-06-07T08:33:03Z,FALSE,Westeros,FALSE,1275402806690709500,0,2,0,65,49672,4,2049,5002,NA,NA,NA,NA,NA
1641032903663419400,bolanleofjos,Banking with you @accessbank_help @myaccessbank has been wonderful especially now .Can you kindly pay more attention to your social media accounts because what’s the point of creating them if nobody would manage them?,2023-03-29T11:01:47Z,FALSE,en,3308023948,3308023948,1641032879000961e3,Bolanle Of Jos 🦋,https://pbs.twimg.com/profile_images/1607708269421764608/_-75K700_normal.jpg,"#socialbutterfly  Digital Creator, Lifestyle Content Creator, Pidgin Storyteller, Writer & Travel lover #fashionvlogger,#placestovisit,#storytelling.",https://t.co/scCLoF2Ws5,2015-06-04T08:54:18Z,FALSE,Jos,FALSE,NA,0,3,1,321,1594,1,1397,827,NA,NA,NA,NA,NA
1641030865298808800,Dentalgiorgio,"Nobody:
Academics: Let's reclassify this thingy.",2023-03-29T10:53:41Z,FALSE,en,NA,339268818,1641030865298808800,Striker.,https://pbs.twimg.com/profile_images/1636586235199205377/MP9_mD7e_normal.jpg,Maxillofacial Surgeon | Concierge Dentist | https://t.co/6Dlc8ZzYdQ,NA,2011-07-20T20:59:28Z,FALSE,Lagos,FALSE,1194574978441724e3,0,0,0,274,401015,56,5706,2384,NA,NA,NA,NA,NA
1641030429955313700,AmakaSuccess15,"@unusualphyna must learn how to say no. It pays.
Atimes wickedness pays the most.
In Nigeria, nobody sends good hearted ones else u keeps spending unnecessarily. I don't just like what I saw this morning, I'm so heart broken rn 💔

PHYNA OUR MENTOR
TB 26
#Phyna𓃰 https://t.co/AprODo6eAr",2023-03-29T10:51:58Z,FALSE,en,1542687696308654e3,1507836722796798e3,1641030429955313700,Amaka Success🎙️,https://pbs.twimg.com/profile_images/1599546061500174336/fOXHv-Ii_normal.jpg,God's favourite ❤️,NA,2022-03-26T21:48:27Z,FALSE,NA,FALSE,1648230214126772200,15,36,0,882,10515,0,1857,527,NA,NA,NA,NA,NA
1641026023029391400,AmakaSuccess15,"Atp Phyna u need to start learning how to be wicked, o yes! bcos in a wicked country like this filled with wicked people, good heart doesn't pay atall. Nobody send ur good heart. I'm so pissed off right now 💔

PHYNA OUR MENTOR
TB 26
#Phyna𓃰 https://t.co/EILdpcu1Tw",2023-03-29T10:34:27Z,FALSE,en,NA,1507836722796798e3,1641026023029391400,Amaka Success🎙️,https://pbs.twimg.com/profile_images/1599546061500174336/fOXHv-Ii_normal.jpg,God's favourite ❤️,NA,2022-03-26T21:48:27Z,FALSE,NA,FALSE,1648230214126772200,48,120,0,3303,10515,0,1857,527,NA,NA,NA,NA,NA
1641025025846247400,_blackaroni_,Nobody can sha make me feel bad for calling myself a baddie. 💀,2023-03-29T10:30:29Z,FALSE,en,NA,3024215260,1641025025846247400,‘Roni Elemi 9Plus𓃵,https://pbs.twimg.com/profile_images/1662836864884129795/x78bwEaZ_normal.jpg,"•|AYOMIDE, NOT Ayo|•GGMU•|Lawyer/Project & Product Manager|DAO-Web3|•header= @kanyinsoladeola|• https://t.co/6e42ZPDpDy |• RT≠👏🏿/👍🏿",https://t.co/ckqPWdTeea,2015-02-08T00:21:42Z,FALSE,Mendokuse…,FALSE,1661329957832781800,1,4,0,439,102735,4,5682,4167,NA,NA,NA,NA,NA
1641024178483544e3,Tech4DevHQ,"In Mobola Akingbala’s words “When asked to describe yourself, Tell something interesting about yourself not what is on your Cv” 

#Storytelling #CareerWeek #Tech4Dev https://t.co/IZa10Ucmi5",2023-03-29T10:27:07Z,FALSE,en,NA,2969558369,1641024178483544e3,Tech4Dev,https://pbs.twimg.com/profile_images/1032970517781864448/b3tcfPAF_normal.jpg,We create #decentwork using technology for sustainable development. We bridge the gap of unskilled labour and prepare people for the #futureofwork 🇷🇺🇺🇸🇳🇬,https://t.co/maJgOMGqgs,2015-01-09T11:34:40Z,FALSE,Nigeria,FALSE,1653433645225345e3,2,13,0,593,4882,28,19214,441,NA,NA,NA,NA,NA
1641046090840457200,EricChimara,"@MakataHenry @Chigozieialex You rarely find them in Nigeria military. They are all a bunch of narcissistic folks.
Check OBJ and Buhari admin on rights and rule of law.
Then check Yaradua and Jonathan times. Miles apart.",2023-03-29T11:54:11Z,FALSE,en,1086987806713544700,772567385433923600,1640973120352731100,Bobo Nkịtị 🗣️,https://pbs.twimg.com/profile_images/1596185556379176963/LzbPM_ss_normal.jpg,Freelance Writer. Sweet Music man. Freethinker. Humorist. Liberal. Aspiring Zaddy 😂,NA,2016-09-04T22:49:53Z,FALSE,Abuja,FALSE,1099610146261602300,0,0,0,7,8623,0,1361,1690,NA,NA,NA,NA,NA
1641044670103838700,BabagoniYerima,"@KashimSM When Words Fail.. Action Speaks.. When Action Fails.. Eyes Speak.. When Eyes Fail.. Tears Speak.. And When Everything Else Fails.. 'Silence' Speaks, there's nobody after you Excellency. https://t.co/yfFXFuq5Wv",2023-03-29T11:48:33Z,FALSE,en,870565463549505500,1196160616228171800,1641044670103838700,Babagoni yerima lawan,https://pbs.twimg.com/profile_images/1485325971800702985/OYb-W5LY_normal.jpg,proud to be a Muslims,NA,2019-11-17T20:18:49Z,FALSE,NA,FALSE,NA,0,0,0,6,197,0,532,1442,NA,NA,NA,NA,NA
1641041837409353700,chinasacasmir,@TreneedyU It just seems like he’s doing something different that nobody supports,2023-03-29T11:37:17Z,FALSE,en,1282332308738052e3,913140824719941600,1640656530784637e3,Chinasa.,https://pbs.twimg.com/profile_images/1564212149274165248/xWzJeT4k_normal.jpg,"Studying law and writing experiences on https://t.co/Y6NZ8i3TxW, while telling stories on @Deskrybepodcast",https://t.co/6S65z0a1IX,2017-09-27T20:38:32Z,FALSE,Nigeria,FALSE,1610241485676363800,0,1,0,11,31244,6,2540,2352,NA,NA,NA,NA,NA
1641041083621601300,Sommie_Awesome,"Somebody..call me Will Smith plx.
Coz oh no.. ""I, Robot"" https://t.co/l9ioHjTFoQ",2023-03-29T11:34:18Z,FALSE,en,NA,1129329920738517e3,1641041083621601300,Mayor Chisom Ezekwere,https://pbs.twimg.com/profile_images/1367035301441462274/1Wh5ZQHq_normal.jpg,"Am just uniquely UNIQUE!!

#Cryptocurrency is the future of money.

#NetworkMarketing is the future of business.",NA,2019-05-17T10:16:49Z,FALSE,NA,FALSE,NA,0,0,0,86,4646,4,171,1178,quoted,1640473822062149600,https://t.co/u15lwADvLG,zxx,855300206086168600
1641037673270853600,StreetofAkure1,"Fine Akure babe

(Make nobody ask me say shey na Akure she come from ni 😂)

#StreetofAkure https://t.co/7IydHzMTXJ",2023-03-29T11:20:44Z,FALSE,en,NA,1579064451998916600,1641037673270853600,StreetofAkure,https://pbs.twimg.com/profile_images/1613092431163015168/-bWZeffn_normal.jpg,"Get familiar with the things happening in the prestigious city of Akure || Business, Updates, Cruise, Entertainment || streetofakure3@gmail.com",NA,2022-10-09T11:01:46Z,FALSE,"Akure, Nigeria",FALSE,1585594944210845700,0,0,0,60,8487,1,1048,25,quoted,1640990575158521900,Have you seen a beautiful girl today?🙈 https://t.co/xgZJVVjWju,en,949079325738979300
1641064070802440200,NapoleonChidie2,"As the saying goes nobody is above the law, do we really believe that or like santa Claus it just a beautiful lie we try 2 believe...,
As far as i have i come to know politics it's design to make lies sound truthful and murder respectable, and to give an idea of oneness.",2023-03-29T13:05:38Z,FALSE,en,1586038855697944600,1586038855697944600,1641062519413284900,stop using our office wifi,https://pbs.twimg.com/profile_images/1586043712760602625/qSd6scpN_normal.jpg,NA,NA,2022-10-28T16:56:55Z,FALSE,NA,FALSE,NA,0,1,0,6,279,0,10,179,NA,NA,NA,NA,NA
