id,tweet,label
1632125402637289984,@username may u die young  worker of iniquity ewu anuohia aturu mkpi ekwensu,Hate
1636301150491209984,@username the one obi payed you nko? ewu,Hate
1158480714796410112,onye iberibe. i wu ewu mmee ##url,Hate
208217287554104992,"azu :* @username : same.... ewu. #muah ""@username : onye iberibe :p ...... gud.u? @username : tot as much!!! lazy boy :p... haawa u na?""",Hate
272786784205811008,"all this abusive missing. u are weird x 500 rt @username : @username lol, mkpi na ewu. onye nzuzu. i've missed you, idiot :').",Hate
1533930561131130112,@username onye nzụzụ... ewu gambia,Hate
1636665309846170112,@username isi ewu and palm wine,Hate
1637090099270690048,kitikpa micha gi na ndi oga unu anya! ewu zimbabwe. ##url,Hate
8133920765,@username isi okpo... onye nzuzu. isi ewu... ne imi gi ks ite bean. ne eze gi ks fork ndi ori!,Hate
1632318319968630016,@username cry ewu 🤣🤣🤣,Hate
4988136073469950,"@username evanwa ndo o!! hancha nile bu ofu.....hapu ewu a na za tony parker, obu onye nzuzu #kbye :)",Hate
1633502502569090048,@username impotent kwa. where izdat talk coming from. ewu hausa . si ebea puo osiso. onye ngbu!,Hate
1121797125568809984,@username mpa gi bu ewu hausa. onye nzuzu,Hate
1637082278382759936,@username iwu ezigbo ewu nno..... uburu gi kwesiri iji mme nkwobi simple its no use inside ur skull,Hate
1633385928180859904,@username failed in the aspect of leadership. and that continues cuz we continue to recycle people from the same crude mindset into leadership positions. o di mmadụ g'eto onye ọbụla bụ onye be gị maọbụ ewu ma-ọbụ mmadụ. kwụsị ya,Hate
1637367560978020096,"@username respectfully sir,you're an ewu nta😑😑",Hate
1632742979780610048,"@username umu okoko, ewu mad people everywhere",Hate
1149375141895379968,"@username ewu ofia,which part of imo r u from? mgbeke,onye nzuzu. bia kam kponye gi onye ga akuziri gi makeup. iberibe mmadu. byeeeeeeeee",Hate
1632379947980389888,@username ewụ nwụrụ anwụ,Hate
1632828496526419968,@username mumu punter ewu hausa atụrụ kafanchan,Hate
1636704348351729920,@username 😂😂😂😂😂😂😂 ewu mbaks😂😂😂,Hate
1612715986179719936,"@username cry inside here🤣🤣🤣🤣 my mom told me am a nigeria   onye iberibe  aturu, ewu awusa, ikpu nnegi there 🤣🤣 ##url",Hate
1555923846234089984,@username ozuwor orsinor dum. nzuzu onye iberibe ewu!,Hate
1636357578103069952,@username as per anu ewu for ofe onugbu 😂,Normal
638831053520551936,onye nzuzu. ewu. ta kmt,Hate
1561776849495140096,"@username eriri eri ogbuogi dia, onye iberibe,  itiboribo dika gi, taa gbafue, ewu nt'ike...mchew",Hate
1466088053395490048,@username chioma i bu onye iberibe  i am chioma too but im ashamed of u cancel chioma out of ur name mumu  nah me tell obinna to give u belle run?  onuku igala exposing ur insecirity on others im sure u so miserable ewu awusa,Hate
1618589850986510080,"@username ibu anumpama. afo anu ewu, onye iberibe, onye eriri eri. chukwuokike kpo gi oku obidiot animal",Hate
1635757198776369920,@username where is obi? your presideotu. ewu mheee. tufiakwa unu. ozu wurawu. i block udele like you. no time for fools,Hate
1625389160860189952,@username ibu ezigbo onye ara simon. ewu afo na asa. onye iberibe. anyi amarago whats up. tinubu's agent,Hate
1632646627952320000,"ike ekweremmadu, osita chidoka, chimaroke ogbummadu nnamani, charles idiot soludo, uche ewu ekwunife, okezie ikpeazu (backyard man) hopeless uzodinjo, orji kalu, arthur eze, mugu ugwuanyi, rochas atuluiocha, all of you and more must retire this year. se needs fresh air.",Hate
1633119677407709952,@username ewu na amaghị mmụọ chịrị ya ọzọ.  continue,Hate
135654110279110000,anu ewu rt @username : babeecupid msche##url nzuzu,Hate
1632147702107569920,@username ewu vc e,Hate
1636263163652979968,@username kizz daniel ewu,Hate
1637144622962020096,@username ikpu  nne gi there ewu,Hate
1362859362042129920,"@username onye nzuzu, ewu gambia",Hate
1633480379016290048,@username ewu gambia. tufiakwa,Hate
407903171475164992,"onye ara choro ka amara aha ya. onye iberibe, ewu n'achuhari nwanyi. na god go judge sha.........@username okotie abi na ikeitem",Hate
1637170638753230080,@username ewu awusa! ifuro ka eze go di ka ewu ana aru oku😛,Hate
1634962385994909952,"@username you be confam aturu 🤣🤣🤣 mkpi , mmeeee , ewu zambia",Hate
1636470813787320064,@username eku ewu eye o,Hate
1633243989594779904,obi bu ewu ##url,Hate
1637158763193939968,@username see your white olosho face....me chonu your ewu mouth ##url,Hate
1632809660418800128,@username i bu ezigbo ewu!,Hate
1636651133937520128,@username tag ohanaeze ndi igbo join ewu,Hate
1316728459503160064,"soko soke werey.... onye ara, onye iberibe, anumpam, otororooo gbagbuoo gi, ishi dukwa gi na imi, nti tawa kwa gi, ewu gambia, alika 7up. ibi dakwa gi... tell your igbo friend to translate for you .   #endswat #endswat #endsars #endswat #endpolicebrutalityinnigeria ##url",Hate
1636887163685019904,@username u re a  liar ewu gambia aturu na amaghi ihe onye ara ka gi mma,Hate
1595756119019990016,@username ne godu ezi a... ewu hausa... ada iberibe onye nzuzu.... akwuna ndi apc,Hate
1633744265284120064,@username ewu awusa....  adamu da mu da mu 10kobo na money🎵🎵,Hate
1632296012973829888,en3 de3 plaza mmaaa yi ewu,Hate
1635236553806220032,@username soluigbo e wu anu pama🤦‍♂️🤦‍♂️ ewu ka gi ma🤣🤣🤣,Hate
1261563013129220096,@username ewu be tweeting rubbish. you must bring mercy into this. onye nzuzu,Hate
1635246398416509952,"""bring isi ewu and odekwu""",Normal
796193103896080000,ekuke ewu ohu ezi onye nzuzu t##url ##url,Hate
1632470679961430016,"@username ewu, anuohia dika gi",Hate
1438199910063640064,"@username who's you, are you crazy?  how did she know the right time? ode ewu hausa, anumanu, onye ala. onye iberibe, ezi.",Hate
1099974786883740032,oke ogo ndi ofe mmanu ##url,Hate
1559550681509489920,@username i am an anambra guy...yen yen yen yen. tell us you wished to be. onye ofe mmanụ nwụrụ anwụ.,Hate
1080963729926290048,nwunye gi bu onye ofe mmanu ##url,Hate
1129425130516630016,ofe mmanu 😁 ##url,Normal
140714223872392992,"nne hapu ndi ofe mmanu,mtcheew! rt @username : @username ..lmao..*he hell hi* indeed..nice one jay..lol",Hate
427529317007260992,hey ndi ofe mmanu unu ga-egbu mmadu leeh!!,Hate
1125812032048070016,@username onye ofe mmanu nkaa osi na ogini????si ya rijuo nsi afo..akpo ndi bu mmadu ya onye nkea aputa..anumandu,Hate
1244279783514680064,@username how can this low budget willie obiano be someone's pastor? isi shampoo with ezigbote bleaching cream. negodi ka nwoke na cha ka ife ana fu na stew ndị ofe mmanụ 😂,Hate
399962053634718976,rt @username : ndi ofe mmanu rt @username : cooking soup that is 'so so hoil hoil hoil'. ... ##url,Hate
236404066035576000,#thingstheyorubasinvented ofe mmanu mmanu,Hate
1640047206089509888,@username ndi ofe mmanu for sure,Hate
1168276998600440064,@username ada ada stop teaching nwoke ofe mmanu igbo biko😛😛😛,Hate
1591186725669189888,@username foreigner coming to ofe mmanụ land to congratulate him people for turning ndị ofe mmanụ 🤡 to slaves in their own land 🤯,Hate
1518963392681329920,@username uche gị dị na ndị ofe mmanụ?😒 ọ dị mma,Hate
1591523049534350080,nwọke ofe mmanu ewerego  ụbụrụ nwannem nwanyị gwuọ abacha😂🤧🤧 ##url,Hate
36804740608163800,"chai!!!rt @username : ewoooo! oso abaa mu ukwu oo ! ""@username : ookwa oye ofe mmanu o... rt @username : onye ... ##url",Hate
1129791875039280000,"@username hapu ndi ofe mmanu, ha wa  n'asu asusu ha. anyi ga n'a asu nke anyi. igbo kwenu igbo di nma.",Normal
851149305234763008,@username who is nnamdi kanu people nwa ofe mmanu a? stay off my mention?,Hate
1640046876094259968,@username igbos will continue to be your nightmare onye ofe mmanu 😃😃😃,Hate
582104389034336000,@username ofe mmanu actually,Hate
1637972667327290112,obi cubana  #yoruba   we are igbos not ndi ofe mmanu. great igbo  retweet if you are a true igbos ##url,Hate
242360192610742016,eniola badmus na were babe oo!! choi! nwaayi ofe mmanu ati omonna oshi cc #mr&amp;mrsibu @username,Hate
121980495750904992,"nwanne abughi m onye ofe mmanu rt @username : @username . eruku jan-jaa, ja won si le",Hate
1468679042115190016,@username yh ndi ofe mmanu,Hate
513286462587292992,":-)""@username : oh nnem nsogbu adiro""@username : @username nna a kedu ife na emezi? kee ife gi na ndi ofe mmanu na exchange words?",Hate
1304109857096829952,@username true definition of ofe mmanụ 😄😄😄,Hate
1572862586462289920,"@username olamide kwesiri ikwado otu onye igbo maobu onye hausa na-eti egwu. nkea ga-eweta mmuo ohaneze n' ala anyi. o bu ezie na ya bu nwoke bu akwa akwuru, mana o na-akpa oke nke ukwu site na iwelu so ndi ofe mmanu na iti egwu. nkea na akwada obi ndi mmadu nke ukwu na ebe o no.",Normal
1576487935553039872,@username u are ofe mmanu,Hate
649277207836278016,"""@username : ndi ofe mmanu na achu nwanyi nke ukwu!! odika chineke nyere umu nwoke ha amu ten����������������������"" ouch!!!",Hate
1320091936217349888,"@username yes boss, on a normal ndi ofe mmanu bugodu ndi ala. i wouldn’t say illiteracy is part of the menace they face maka onwe ndi nwee good reasoning even without education",Hate
1350794543566899968,"@username not ibadan, not kano, not benin but enugu, ndị ofe mmanụ gá nu ṅụọ mmiri zuo ike.",Hate
1309142384685519872,"@username you are the hypocrate if you are there comparing ""omo igbo"" wit ""onye ofe mmanu"". is onye ofe mmanu the igbo translation for yoruba child? then help me translate ""onye yoruba"". if teni wants to insult her he will call her omo ajekuta mamumi.",Hate
292368409054817984,yes na rt @username : you wan come taste inside baba olowo money rt @username : ofe mmanu commot rt raazee19: igbo man rt,Hate
1638017260546579968,@username ofe mmanụ fuck off.,Hate
1243063759167460096,"@username nya i na ayi ezigbote ala,ka i bia ebe bunye anyi nke ndi ofe mmanu bunye gi o kwa ya",Hate
1051406632008259968,@username most if not all ndi ofe mmanu na eme ya bu ife. ike gwuru😁.,Hate
472378253936955008,"daalu ""@username : ""chaiiiii ndo nwanne | @username : this life is hard. after psyching igbo babes, she called me ofe mmanu""""",Hate
1102374857575219968,they don’t call yoruba people “ndi ofe mmanu” for nun ##url,Hate
520116022633054016,"lol ""@username : you called yoruba people? ""@username : anom na ofe, oburu kwa nke ndi ofe mmanu.""""",Hate
342419776934662016,"lollll..nekwa ewu ofe mmanu a..rt @username : not everybody is as shallow as u #bye ""@username : ... ##url",Hate
1483424353941210112,@username ndi ofe mmanu ewero isi na madu 🤣,Hate
582458739497787008,i am 'omo nna'.. boo is 'ndi ofe mmanu '.. oh well.,Hate
1288079823236209920,@username asin....and tbh okakwa nma ndi ugwu than ndi ofe mmanu o.....,Hate
1139427148165449984,@username ishola onye ofe mmanu,Hate
1575927680293220096,gone are days when they say nde onye bi ka o nawachi nwannem sometimes inwere ike wachiaa na ofe mmanu o ru echi ndi lastma or lawma e help gi wanye ya. aku ruoo ulo amara onye kpatara ya 😂😂😂😂😂😂😂😂😂.,Normal
1377376760942230016,"@username ezi, ofe mmanu, anu mpama. na thunder go waste you",Hate
648494105924926976,okwa ebe kondo ndi ofe mmanu na tu gi. biko kpachi anya gi oo! ##url,Hate
543507798068588032,"lol.  nosike onye nsogbu ""@username : no because  ofe mmanu  ""@username : marry me ?""""",Hate
607540750608436992,"@username eziokeu m, anyi ga na ele ha n'anya. ndi ofe mmanu bu ogbu mma n'azu",Hate
1641427238003300096,@username who's  your nwanne? go meet that person to teach you. ndi ofe mmanu ji aru eri nri can never be my nwanne. chukwujukwo!!!,Hate
791931862260206976,"onye ofe mmanu wu onye ofe mmanu, them no dey change.",Hate
1640824720559049984,@username you’re despicable. onye ofe mmanu nwuru anwu. face ur thiefnubu and leave po alone. iriot,Hate
935827240658636032,*dont like oil as per ndi ofe mmanu ##url,Hate
1374561846628389888,@username cuppy onye ofe mmanu😁😁,Hate
1099741053777859968,@username ofe mmanu na ose nnam....nkea atokwam bullshit,Hate
1088558239191580032,"@username nne ifuro ka ha si agbafu onwe ha afo, one man onye ofe mmanu ga-agba akwukwo na saturday, so side chick ya amaghi, and ogwaghi kwanu side chick ya that na oga wedd on saturday. so the side chick saw thier hashtag on twitter",Hate
1614874206382210048,@username drink more ofe mmanu 😂,Normal
933414105507138944,seriously?  ofe   okro ogbono egusi  onugbu owerre nsala  oha ulo ukazi achi akwu   i go on and on. and these are solid soups. not ofe mmanu. ##url,Normal
938893844661357952,@username don't mind this ndi ofe mmanu.,Hate
